n,bucketSort,quickSort
1000,0.0,0.0010166168212890625
10000,0.007472038269042969,0.017783164978027344
50000,0.06087970733642578,0.11154556274414062
100000,0.16340136528015137,0.23197555541992188
150000,0.3007314205169678,0.40342020988464355
200000,0.5057351589202881,0.5442368984222412
400000,1.1797945499420166,1.270446538925171
600000,1.6612858772277832,1.848372220993042
